,Month,Dest,ArrDelay,DepDelay,iata,airport,city,state,country,lat,long
2207,10,MSN,-806.0,2580.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2208,11,MSN,1035.0,3778.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2209,12,MSN,22937.0,19202.0,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361
2210,1,MSO,3049.0,1943.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2211,2,MSO,2306.0,1483.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2212,3,MSO,1493.0,859.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2213,4,MSO,282.0,830.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2214,5,MSO,-682.0,315.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2215,6,MSO,1889.0,2349.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2216,7,MSO,837.0,1648.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2217,8,MSO,-103.0,1195.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2218,9,MSO,-681.0,-114.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2219,10,MSO,-566.0,-533.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2220,11,MSO,156.0,-91.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2221,12,MSO,4199.0,3444.0,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556
2222,1,MSP,75400.0,94157.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2223,2,MSP,128902.0,120831.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2224,3,MSP,98761.0,112494.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2225,4,MSP,71697.0,77254.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2226,5,MSP,48991.0,43968.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2227,6,MSP,142987.0,126529.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2228,7,MSP,59228.0,68916.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2229,8,MSP,6592.0,38903.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2230,9,MSP,-34294.0,12881.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2231,10,MSP,-29258.0,9117.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2232,11,MSP,-5315.0,18727.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2233,12,MSP,182547.0,166755.0,MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2234,1,MSY,24983.0,32573.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2235,2,MSY,39789.0,44637.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2236,3,MSY,39535.0,46624.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2237,4,MSY,21852.0,28613.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2238,5,MSY,17483.0,27464.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2239,6,MSY,33459.0,42247.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2240,7,MSY,27849.0,38337.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2241,8,MSY,23106.0,32197.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2242,9,MSY,261.0,7782.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2243,10,MSY,4226.0,12975.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2244,11,MSY,5123.0,15739.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2245,12,MSY,39979.0,45636.0,MSY,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2246,1,MTJ,1857.0,1859.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2247,2,MTJ,2729.0,3040.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2248,3,MTJ,1051.0,1689.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2249,4,MTJ,22.0,490.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2250,5,MTJ,671.0,1128.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2251,6,MTJ,2134.0,2137.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2252,7,MTJ,1395.0,2250.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2253,8,MTJ,1258.0,1922.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2254,9,MTJ,260.0,661.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2255,10,MTJ,-428.0,129.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2256,11,MTJ,-556.0,-15.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2257,12,MTJ,4394.0,3842.0,MTJ,Montrose Regional,Montrose,CO,USA,38.50886722,-107.8938333
2258,1,MYR,575.0,2528.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2259,2,MYR,3198.0,4914.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2260,3,MYR,5306.0,7149.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2261,4,MYR,5252.0,6031.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2262,5,MYR,1059.0,2842.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2263,6,MYR,8272.0,9683.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2264,7,MYR,10924.0,11748.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2265,8,MYR,6260.0,8222.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2266,9,MYR,1156.0,1503.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2267,10,MYR,1438.0,2226.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2268,11,MYR,982.0,1341.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2269,12,MYR,3422.0,3698.0,MYR,Myrtle Beach International,Myrtle Beach,SC,USA,33.67975,-78.92833333
2270,1,OAJ,871.0,1313.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2271,2,OAJ,1057.0,1651.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2272,3,OAJ,1390.0,1734.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2273,4,OAJ,981.0,963.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2274,5,OAJ,149.0,422.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2275,6,OAJ,682.0,693.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2276,7,OAJ,1965.0,1770.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2277,8,OAJ,353.0,566.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2278,9,OAJ,782.0,471.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2279,10,OAJ,402.0,148.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2280,11,OAJ,996.0,832.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2281,12,OAJ,1759.0,1699.0,OAJ,Albert J Ellis,Jacksonville,NC,USA,34.82916444,-77.61213778
2282,1,OAK,57718.0,63606.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2283,2,OAK,37948.0,60095.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2284,3,OAK,45214.0,57973.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2285,4,OAK,15304.0,34822.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2286,5,OAK,24975.0,44707.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2287,6,OAK,50150.0,58659.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2288,7,OAK,20492.0,45694.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2289,8,OAK,13512.0,41499.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2290,9,OAK,-18544.0,14097.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2291,10,OAK,-15896.0,16038.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2292,11,OAK,-18824.0,22270.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2293,12,OAK,59359.0,86261.0,OAK,Metropolitan Oakland International,Oakland,CA,USA,37.72129083,-122.2207167
2294,1,OGD,,8.0,OGD,Ogden-Hinckley,Ogden,UT,USA,41.19594417,-112.012175
2295,2,OGD,,-4.0,OGD,Ogden-Hinckley,Ogden,UT,USA,41.19594417,-112.012175
2296,1,OGG,-1510.0,2695.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2297,2,OGG,-3021.0,3528.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2298,3,OGG,-82.0,4409.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2299,4,OGG,11341.0,10185.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2300,5,OGG,5043.0,7867.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2301,6,OGG,4878.0,5708.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2302,7,OGG,7341.0,8525.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2303,8,OGG,3740.0,4819.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2304,9,OGG,-972.0,168.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2305,10,OGG,4135.0,3758.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2306,11,OGG,-183.0,3030.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2307,12,OGG,11188.0,17563.0,OGG,Kahului,Kahului,HI,USA,20.89864972,-156.4304578
2308,1,OKC,23009.0,30342.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2309,2,OKC,25650.0,31241.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2310,3,OKC,27645.0,33223.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2311,4,OKC,16060.0,20951.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2312,5,OKC,16848.0,21371.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2313,6,OKC,32171.0,34367.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2314,7,OKC,19122.0,25280.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2315,8,OKC,16843.0,22381.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2316,9,OKC,1589.0,9797.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2317,10,OKC,3163.0,9919.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2318,11,OKC,2087.0,8966.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2319,12,OKC,34460.0,37032.0,OKC,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2320,1,OMA,28022.0,31900.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2321,2,OMA,32273.0,31511.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2322,3,OMA,29620.0,31880.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2323,4,OMA,14461.0,19353.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2324,5,OMA,16336.0,19999.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2325,6,OMA,37589.0,36648.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2326,7,OMA,24793.0,28878.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2327,8,OMA,15298.0,22796.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2328,9,OMA,3615.0,8224.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2329,10,OMA,1907.0,8535.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2330,11,OMA,5208.0,8783.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2331,12,OMA,43902.0,41610.0,OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306
2332,1,OME,256.0,705.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2333,2,OME,123.0,779.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2334,3,OME,-167.0,10.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2335,4,OME,702.0,712.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2336,5,OME,-83.0,68.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2337,6,OME,157.0,773.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2338,7,OME,576.0,620.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2339,8,OME,321.0,778.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2340,9,OME,233.0,562.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2341,10,OME,571.0,1035.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2342,11,OME,-127.0,207.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2343,12,OME,550.0,1166.0,OME,Nome,Nome,AK,USA,64.51220222,-165.4452458
2344,1,ONT,32027.0,39100.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2345,2,ONT,20927.0,33347.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2346,3,ONT,20184.0,34025.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2347,4,ONT,16021.0,20094.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2348,5,ONT,20684.0,24319.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2349,6,ONT,32718.0,36822.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2350,7,ONT,14947.0,25833.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2351,8,ONT,18794.0,28392.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2352,9,ONT,-3784.0,6606.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2353,10,ONT,-2702.0,8859.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2354,11,ONT,1116.0,11041.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2355,12,ONT,33293.0,37814.0,ONT,Ontario International,Ontario,CA,USA,34.056,-117.6011944
2356,1,ORD,838358.0,738886.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2357,2,ORD,770090.0,675319.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2358,3,ORD,502865.0,549651.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2359,4,ORD,358811.0,397315.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2360,5,ORD,312231.0,349291.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2361,6,ORD,783000.0,729839.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2362,7,ORD,406581.0,450776.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2363,8,ORD,183710.0,302219.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2364,9,ORD,208951.0,260192.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2365,10,ORD,22702.0,124680.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2366,11,ORD,14652.0,165238.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2367,12,ORD,673013.0,616051.0,ORD,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2368,1,ORF,16956.0,22021.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2369,2,ORF,18864.0,22253.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2370,3,ORF,16255.0,20231.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2371,4,ORF,14128.0,16193.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2372,5,ORF,7165.0,12564.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2373,6,ORF,24392.0,27994.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2374,7,ORF,23622.0,26454.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2375,8,ORF,10788.0,17887.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2376,9,ORF,4225.0,7621.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2377,10,ORF,3109.0,8234.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2378,11,ORF,2747.0,6907.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2379,12,ORF,18022.0,21379.0,ORF,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222
2380,1,OTZ,317.0,861.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2381,2,OTZ,285.0,561.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2382,3,OTZ,-72.0,146.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2383,4,OTZ,277.0,349.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2384,5,OTZ,-530.0,32.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2385,6,OTZ,316.0,654.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2386,7,OTZ,611.0,658.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2387,8,OTZ,1010.0,1188.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2388,9,OTZ,265.0,581.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2389,10,OTZ,811.0,943.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2390,11,OTZ,73.0,335.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2391,12,OTZ,607.0,970.0,OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88467694,-162.5985497
2392,1,OXR,1143.0,1032.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2393,2,OXR,586.0,620.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2394,3,OXR,306.0,448.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2395,4,OXR,-37.0,29.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2396,5,OXR,131.0,139.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2397,6,OXR,-271.0,276.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2398,7,OXR,-259.0,89.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2399,8,OXR,-433.0,70.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2400,9,OXR,-437.0,-9.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2401,10,OXR,-625.0,-92.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2402,11,OXR,-465.0,-73.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2403,12,OXR,-324.0,64.0,OXR,Oxnard,Oxnard,CA,USA,34.20080083,-119.2072164
2404,1,PBI,15392.0,24812.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2405,2,PBI,36520.0,31536.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2406,3,PBI,37567.0,36262.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2407,4,PBI,16735.0,22969.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2408,5,PBI,6584.0,16466.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2409,6,PBI,27517.0,28057.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2410,7,PBI,34308.0,38081.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2411,8,PBI,28437.0,31237.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2412,9,PBI,2168.0,7506.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2413,10,PBI,9150.0,11518.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2414,11,PBI,11117.0,12473.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2415,12,PBI,45464.0,44708.0,PBI,Palm Beach International,West Palm Beach,FL,USA,26.68316194,-80.09559417
2416,1,PDX,49622.0,58678.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2417,2,PDX,34743.0,45331.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2418,3,PDX,45626.0,43254.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2419,4,PDX,24109.0,27117.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2420,5,PDX,29996.0,36067.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2421,6,PDX,66302.0,59104.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2422,7,PDX,40913.0,48723.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2423,8,PDX,28655.0,47633.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2424,9,PDX,-9255.0,12236.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2425,10,PDX,-5198.0,13360.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2426,11,PDX,4323.0,21664.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2427,12,PDX,77924.0,76796.0,PDX,Portland Intl,Portland,OR,USA,45.58872222,-122.5975
2428,1,PFN,2484.0,2909.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2429,2,PFN,4722.0,4743.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2430,3,PFN,5784.0,6180.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2431,4,PFN,3159.0,3915.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2432,5,PFN,316.0,1537.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2433,6,PFN,2045.0,3717.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2434,7,PFN,5921.0,7835.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2435,8,PFN,3180.0,5422.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2436,9,PFN,807.0,1392.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2437,10,PFN,1866.0,2590.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2438,11,PFN,1657.0,1875.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2439,12,PFN,4955.0,4672.0,PFN,Panama City-Bay County International,Panama City,FL,USA,30.21208333,-85.68280556
2440,1,PHF,1981.0,3673.0,PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875
2441,2,PHF,6120.0,7395.0,PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875
2442,3,PHF,8850.0,9684.0,PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875
2443,4,PHF,3439.0,3400.0,PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875
2444,5,PHF,1446.0,2419.0,PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875
2445,6,PHF,4852.0,6400.0,PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875
2446,7,PHF,12189.0,12528.0,PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13189556,-76.4929875
